  Είμαστε απόλυτα ικανοποιημένοι από την αγορά του νέου μας ψυγείου. Το σύνολο της επικοινωνίας με την ομάδα του BuyChoice πολύ καλό! Παρόλη την δύσκολη περίοδο αγοράς την εβδομάδα πριν το Δεκαπενταύγουστο η παραγγελία έφτασε και παραδόθηκε έγκαιρα μέσα στα χρονικά όρια που μας είχαν ενημερώσει! Το προϊόν άψογο  και μην ξεχνάτε να το αφήσετε 4-6 ώρες πριν το βάλετε σς λειτουργία για πρώτη φορά! Τα τρόφιμα μετά από άλλες 2-3 ώρες ώστε να έχει πιάσει η ψύξη ικανοποιητική θερμοκρασία. Η συσκευασία άψογη! Βαθμολογούμε με άριστα την συγκεκριμένη αγορά και το ByeChoice!     ,Positive
  Γρήγορη αποστολή...  Ευχαριστώ πολύ!     ,Positive
  Παρέλαβα έγκαιρα απο την κούριερ. Υπήρξε αναλυτική ενημέρωση πρίν τη παραλαβή. Θα επανέρθω αφού εγκαταστήσω την τηλεόραση.     ,Positive
  Πολύ καλή τιμή στο προϊόν που παρήγγειλα  πολύ γρήγορη αποστολή και παραλαβή και συνεχής ενημέρωση για την εξέλιξη της παραγγελίας μου. Συγχαρητήρια στους υπεύθυνους του καταστήματος!     ,Positive
  Ευγενέστατος courier    ,Positive
  Το μόνο αρνητικό ότι ενώ είχαμε συνεννοηθεί για παραλαβή από την αποθήκη στον Ασπρόπυργο από δικό τους λάθος το προϊόν πήγε σε άλλη αποθήκη και όχι στον Ασπρόπυργο. Ευτυχώς λίγο πριν ξεκινήσουμε (από Κόρινθο για Ασπρόπυργο) είπαμε να κάνουμε ένα τηλεφώνημα για επιβεβαίωση. και έτσι διαπιστώθηκε ότι έχει γίνει λάθος. Αν δεν είχε προηγηθεί το τηλεφώνημα θα πηγαίναμε άσκοπα τόσα χιλιόμετρα  τόσα έξοδα και τόσος χρόνος χαμένος!!!     ,Positive
  Παρέλαβα το προϊόν γρήγορα δεν είχα κανένα θέμα όλα οκ!     ,Positive
  Προχώρησα σε παραγγελία στις 14/07/2020  μετά από επιβεβαίωση του καταστήματος ότι θα παραλάβω την τηλεόραση που με ενδιέφερε την Παρασκευή 20/07/2020. Πράγματι στις 11 το πρωί της Παρασκευής είχα την τηλεόραση.  Πρώτη εμπειρία άριστη  ελπίζω να συνεχίσουν έτσι.     ,Positive
  Ευγενέστατοι και πολύ καλά καταρτισμένοι υπάλληλοι!  Έδωσαν τις καλύτερες λύσεις και απαντήσεις και με εξυπηρετησαν εκεί που αλλου έβρισκα μόνο προβλήματα! Ευχαριστω!     ,Positive
  Προσεγμένη συσκευασία έγκαιρη παραλαβή  η πιο οικονομική τιμή στο προϊόν που αγορασα!!!!!     ,Positive
  Πολύ γρήγορη αποστολή και ενημέρωση για την κατάσταση της παραγγελίας όλα καλά θα ξανά ψώνιζα από το συγκεκριμένο κατάστημα.     ,Positive
  Όλα καλά αλλά η ταινία ασφαλείας ήταν κομμένη !!! Κανένα πρόβλημα όλα δουλεύουν οκ όμως    ,Positive
  όλα στην ώρα τους χωρίς κανένα πρόβλημα     ,Positive
  ηλεκτρονικα προχωρησα μια παραγγελια και επιβαιβεωσα τηλεφωνικα οτι ειναι διαθεσιμα.κατεθεσα το ποσο καπου  στα 1000ευρω. εντος της ημερας μου στειλανε επιβαιβεωση καταθεσης και μετα απο δυο μερες ηρθαν για παραδοση προιοντων.αρκετα ευχαριστημενος με την εξυπηρετηση με την ταχυτητα της παραδοσης.     ,Positive
  1 εως3 μέρες +   Ενημέρωση εξέλιξης παραγγελίας +  Επικοινωνία -     ,Positive
  Αυτά προς ώρας   1η αγορά από το e shop αυτό!!     ,Positive
  Το προιόν ήταν έτοιμο προς παραλαβή μέσα στα χρονικά πλαίσια (1-3 εργάσιμες ημέρες). Θα ήθελα απλώς μία καλύτερη ενημέρωση για την εξέλιξη της παραγγελίας  γιατί είχα λάβει μόνο το αυτοματοποιημένο email και μήνυμα στο κινητό ότι η παραγγελία καταχωρήθηκε. Όταν όμως τους κάλεσα μετά από 3 ημέρες για την εξέλιξη της παραγγελίας μου είπαν ότι ήταν έτοιμη προς παραλαβή και ότι είχα λάβει μήνυμα το οποίο δεν είχα λάβει και μου το έστειλαν πάλι. Πάντως θα ξαναγόραζα από το κατάστημα .     ,Positive
  Άμεσα  όμορφα κι απλά! Ευχαριστώ και τα ξαναλέμε.    ,Positive
  Άμεση εξυπηρέτηση  ενημέρωση για την αγορά των προϊόντων     ,Positive
  Γρηγορη εξυπηρετηση και απροβληματιστη.     ,Positive
  Με λίγα λόγια  η εμπειρία μου από το συγκεκριμένο κατάστημα είναι εξαιρετική.  Παρέλαβα προ 2 περίπου εβδομάδων μια βάση ασύρματης φόρτισης από τη συσκευασία της οποίας έλλειπε το τροφοδοτικό ρεύματος.  Άμεσα ενημέρωσα το κατάστημα και επέστρεψα το προϊόν με δικά τους έξοδα.   Το προϊόν απεστάλη για έλεγχο στο service  ώσπου σήμερα παρέλαβα μια ολοκαίνουρια συσκευή με πλήρες περιεχόμενο της συσκευασίας.  Η υποστήριξη μετά την αγορά ήταν άριστη  θα την χαρακτήριζα άκρως επαγγελματική. Με έχουν κερδίσει ως πελάτη και με χαρά θα προβώ σε μελλοντικές αγορές.     ,Positive
  πολυ καλή  εξυπηρέτηση έγκαιρη παραλαβή!    ,Positive
  Άμεση ανταπόκριση και αποστολή     ,Positive
  Επαγγελματική συμπεριφορά από το κατάστημα. παρήγγειλα την τηλεόραση και μετά από 2 μέρες δέχθηκα μήνυμα οτι έχει αποσταλεί και ήρθε στην ώρα του.     ,Positive
  Παραγγελία μέσω διαδικτύου  γρήγορη αποστολή  ενημέρωση για την εξέλιξη της παραγγελίας.  Ευχαριστώ     ,Positive
  Θα ξαναψωνίσω από το μαγαζί αυτό    ,Positive
  Ένα έχω να πω.Παιχνιδάρα.     ,Positive
  Η παραγγελια εκτελεστηκε πολυ γρηγορα . Το προιον εφτασε απο Αθηνα Λαρισα πολυ γρηγορα. Απο Λαρισα προς Βολο ομως που ειναι μιση ωρα   η Elta courier εχει προσλαβει σαλιγγαρια και χελωνες για να κανει τις παραδοσεις. Εχει φτασει εδω και 4 ημερες στη Λαρισα και μου ειπαν οτι θα κανει 10 συνολο να το παραλαβω. Buy choice αλλαξτε μεταφορικη. Κριμα ειναι να ειστε σωστοι εσεις και να τη πληρωνετε λογω μεταφορικης.     ,Positive
  Παρήγγειλα το πρωί της Τρίτης ένα κινητό σε προσφορά κ μέχρι το απόγευμα είχε εξαντληθεί. Την επόμενη μέρα έλαβα sms για την παραλαβή του που σημαίνει ότι λειτούργησε σωστά το κατάστημα κ έδωσε προτεραιότητα σε όσους κάνανε την παραγγελία έγκαιρα. Σούπερ επαγγελματίες  κανένα πρόβλημα κατά την παραλαβή κ συναλλαγή!     ,Positive
  Όταν όλες οι ταχυμεταφορικές φράκαραν λόγω lockdown παρέλαβα άμεσα με δικό τους μεταφορέα και κατόπιν συννενόησης για το πότε με βολεύει.  Παρόλο που έγινε λάθος αποστολή προϊόντος μόλις δηλώσα οτι είμαι ικανοποιημένος από το προϊόν που τελικά παρέλαβα έγινε επιστροφή της διαφοράς χρημάτων.  Θα ξαναψώνιζα σίγουρα.  Επίσης φοβήθηκα από τις κριτικές οτι δεν θα καταφέρω να συννενοηθώ ή να τους βρω στο τηλέφωνο αλλά το αντίθετο θα έλεγα (λογικά διάβασαν και διόρθωσαν αντίστοιχα).     ,Positive
  Παραδώθηκε ακριβώς την 3η ημέρα κατόπιν τηλεφωνήματος... Εντυπωσιακό.     ,Positive
  Πέμπτη μεσημέρι παρήγγειλα Οαρασκρυή πρωί παρέλαβα στην επαρχία. Αυτό τα λέει όλα. Προτείνεται !!!    ,Positive
  Δευτερη παραγγελια αψογη.     ,Positive
  Έλαβα το προϊόν σε σχετικά σύντομο χρονικό διάστημα. Ήταν συσκευασμένο σωστά. Κανένα πρόβλημα.     ,Positive
  Μια χαρα μαγαζι. Δεν χρειαστηκε να μιλησω ποτε στο τηλ μαζι τους.  Εκανα την παραγγελεια διαδικτυακα  και ηρθε μετα απο 3 μερες.     ,Positive
  Η παραγγελία εγινε 7/5/2020 και 12/5/2020 το ειχαμε στο σπιτι Θεσσαλονίκη   Γρηγορη αποστολη και ενημέρωση σε καθε σταδιο για την εξελιξη της παραγγελίας.   Πολυ ικανοποιημενοι θα το ξαναπροτιμησουμε σίγουρα το μαγαζι     ,Positive
  Είχαν πει 1-3 εργάσιμες ημέρες και το έφεραν την 3 ημέρα χωρίς κανένα πρόβλημα!!!     ,Positive
  H παραγγελία μίας τηλεόρασης LG και TP-link wifi extender  ήρθε εντός 3 ημερών όπως μου είχε πει και ο πωλητής κατά την online παραγγελία.  Είχα συνεχή ενημέρωση με e-mail για την πορεία της παραγγελίας.  Τα προιόντα  ενοείται ήταν σύμφωνα με την παραγγελία άψογα πακεταρισμένα.  Χωρίς αμφιβολία θα το προτιμήσω πάλι το μαγαζί.    ,Positive
  Παρέλαβα το κινητό που ειχα παραγγείλει πολύ γρήγορα. Σίγουρα είναι ένα κατάστημα που θα το προτιμήσω ξανά και για άλλα προϊόντα.   Μπράβο για τον επαγγελματισμό του που δεν έχω δει δυστυχώς σε κάποιες γνωστές φίρμες.     ,Positive
  Καλο καταστημα και ευγενικο το προσωπικο     ,Positive
  Πραγματικά άμεση εξυπηρέτηση. παράγγειλα ηλεκτρονικά μια τηλεόραση στις 30/4/20 μου τηλεφώνησαν αμέσως για την επιβεβαίωση και για να μου πουν πως η αποστολή μπορεί να καθυστερήσει λόγο κορονοϊού. παρόλο που μεσολάβησε η 1 Μαΐου και η γενική κατάσταση που επικρατεί  παρέλαβα το προϊόν μέσα σε 2 εργάσιμες ημέρες. Πραγματικά πολύ καλή δουλειά.     ,Positive
  Έκανα την παραγγελία Τρίτη και την Πέμπτη το απόγευμα την έφερε ο ίδιος ο ιδιοκτήτης σπίτι. Περίμενα καθυστέρηση λόγω της κατάστασης με τους courier αλλά ήρθε πολύ γρήγορα. Ήταν ένα δωράκι που ήθελα για την Παρασκευή οπότε ήρθε πάνω στην ώρα!  Το προϊόν ήταν αυτό που είχα παραγγείλει  χωρίς κανένα πρόβλημα.     ,Positive
  Παραδόθηκε η παραγγελία  2 ημέρες μετά την καταχώρησή της  σήμερα Πρωτομαγιά 7μμ!     ,Positive
  Εν μέσω πανδημίας και μέσα στις γιορτές του Πάσχα ανταποκριθηκαν επαρκώς. Μπράβο.     ,Positive
  Πολύ καλή αγορά από τη συγκεκριμένη επιχείρηση άψογη εξυπηρέτηση συχνή επικοινωνία είτε τηλεφωνικά είτε μέσω email για την παράδοση παραλαβή του προϊόντος αλλά ακόμη και για την παραγγελία. Είναι σημαντικό να έχεις υποστήριξη μετά την αγορά του κάθε προϊόντος και πιστεύω ότι εδώ βρήκαμε αυτό που ζητούσαμε τελικά.     ,Positive
  Αγόρασα 2 Laptop κατά την περίοδο της Καραντίνας λόγο COVID-19.  Τα Laptop στάλθηκαν άμεσα και παρόλο που υπήρχαν καθυστερήσεις στις εταιρίες Courier   ο μέγιστος χρόνος που χρειάστηκε για να παραλάβω τα προϊόντα ήταν 10 μέρες στην πρώτη παραγγελία   και 7 στη δεύτερη.      Τα προϊόντα έφτασαν σωστά συσκευασμένα και σε άριστη κατάσταση.   Ευχαριστώ για την ταχύτατη εξυπηρέτηση .    ,Positive
  Απόλυτα ικανοποιημένος!     ,Positive
  Είμαι απόλυτα ικανοποιημένος από το κατάστημα... και με το παραπάνω! Την Πέμπτη (23/4) το πρωί προχώρησα στην παραγγελία ενός Lenovo Legion laptop. Επειδή επρόκειτο για άμεση ανάγκη λόγω εργασίας  ανέφερα πως θα το ήθελα ιδανικά την επόμενη κιόλας ημέρα  γνωρίζοντας βέβαια πως πρόκειται για μια εξαιρετικά δύσκολη περίοδο λόγω κορωνοϊού. 'Ομως  είχα το προϊόν στα χέρια μου μόλις μια ημέρα μετά  όπως ακριβώς ήθελα  δηλαδή την Παρασκεύη (24/4) το απόγευμα  ενώ μου το παρέδωσε ο ίδιος ο ιδιοκτήτης του καταστήματος. Καταλαβαίνετε πόσο βοηθήθηκα σε επαγγελματικό επίπεδο  αλλά και πόσο πολύ ευχαριστώ το κατάστημα για την κατανόηση στο πρόβλημα μου  τη στιγμή που θα πμπορούσε να μου το είχε στείλει ώς άλλο ένα απλό δέμα και εκείνο να φτάσει μετά από αρκετές (ξανά  λόγω κορωνοϊού) εργάσιμες. Μόνο θετικά σχόλια μπορώ να πω για το BuyChoice. Προφανώς και θα το προτιμήσω ξανά σε μελλοντικές αγορές. Πολλά μπράβο! Εύχομαι να συνεχίσετε έτσι.     ,Positive
  Ενημέρωση σχετικά με την εξέλιξη της παραγγελίας  μέσω email. Η παραλαβή ήταν έγκαιρη. Η συσκευασία ήταν επιεικής  μπορούσε να ήταν και καλύτερη. Γενικά ευχαριστημένος από το κατάστημα.     ,Positive
  Γρήγορη αποστολή παραγγελίας με κούριερ  σε δύσκολες μέρες λόγο του ιού...Την ώρα που άλλα μαγαζιά περιμένουν να έρθουν από τις συνεργαζόμενες κούριερ να πάρουν τα πακέτα τους  σε αυτό το κατάστημα τα δέματα φεύγουν κατευθείαν. Επίσης υπήρχε ενημέρωση για την πορεία της παραγγελίας.  Μπράβοοοο συνεχίστε έτσι!     ,Positive
  Άψογο κατάστημα  έχω παραγγείλει αρκετές φορές με καταπληκτικές τιμές σε τηλεφωνική επικοινωνία για διευκρίνηση στο προϊόν ήταν κατατοπιστικοί και άμεσοι. επίσης παρέλαβα μέσα σε 3 ημέρες το προϊόν και εν μέσω αυτής της δύσκολης περιόδου του κορονοιού... το συνιστώ ανεπιφύλακτα...     ,Positive
  Η παραγγελία μου παραδόθηκε μέσα σε 4 εργάσιμες μέρες σε μια περίοδο οι καθυστερήσεις θεωρούνται δεδομένες. Δεν έκατσαν με σταυρωμένα τα χέρια να περιμένουν τη συνεργαζομενη Courier  ποτέ θα εξυπηρετήσει τις παραγγελίες αλλά βγήκαν κ με δικά τους οχήματα για να διαφυλαξουν τα επιθυμητά επίπεδα εξυπηρέτησης. Αυτη η ενεργή αντίδραση εμένα με καλύπτει σαν καταναλωτή και θα τους ξαναπροτιμησω.     ,Positive
  Πολύ γρήγορη εξυπηρέτηση. Σωστή διαθεσιμότητα των προϊόντων. Πολύ καλά προϊόντα.     ,Positive
  Άμεση αποστολή παραγγελίας.     ,Positive
  Μόλις παραγγείλαμε τη τηλεόραση ήρθε αμέσως από την εταιρία.Το προιόν βγάζοντας το από τη συσκευασία του ήταν όπως ακριβώς στη περιγραφή του.Μόλις το εγκαταστήσαμε πραγματικά το λατρέψαμε.Πρόκειται για μια τηλεόραση τελευταίας τεχνολογίας με πολύ καλή εικόνα ήχο ποιότητα άριστο internet με πολυάριθμα προγράμματα.Εγώ το yt και το Netflix που χρησιμοποιήσα δεν μου δημιούργησαν κανένα θέμα αντίθετα μπορώ να διασκεδάσω από αμέτρητη ποικιλία τραγουδιών και ταινιών αντίστοιχα.Η τηλεόραση επίσης πιάνει όλα τα κανάλια χωρίς κανένα θέμα.Αξίζει λοιπόν με το παραπάνω τα λεφτά της.Παιδιά αγοράστε την!    ,Positive
  Πριν μια εβδομάδα παρήγγειλα το λαπτοπ με το οποίο γράφω τώρα αυτή την αξιολόγηση. Μέσα σε μια μέρα το στείλανε στην ACS. Στην ACS γίνεται πανικός λόγω του COVID-19 αλλά και του Πάσχα. Αυτό που πραγματικά με εντυπωσίασε είναι η άμεση ενημέρωση από την BuyChoice και το εμπρακτο ενδιαφέρον που δείξανε μέχρι τελικά να παραλάβω το λάπτοπ.     ,Positive
  Άψογοι  όλα καλά με την παραγγελία.     ,Positive
  Άριστη εξυπηρέτηση  αποστολή σε δυσπρόσιτη περιοχή χωρίς πρόβλημα  παρόλο την δύσκολη συγκυρία.     ,Positive
  Παρήγγειλα μια ηλεκτρική σκούπα πριν από 2 περίπου εβδομάδες. Παρά τον φόρτο εργασίας των courier λόγω της καραντίνας  η εταιρία φρόντισε για την ταχύτερη δυνατή αποστολή του προϊόντος (&lt;5 εργάσιμες)  τη στιγμή που παραγγελίες μου από άλλα καταστήματα την ίδια περίοδο έκαναν πάνω από 10 εργάσιμες να παραδοθούν. Άψογη ενημέρωση για την εξέλιξη της παραγγελίας. Σας ευχαριστώ!     ,Positive
  Μέσα σε όλον αυτόν τον χαμό  η παραγγελία μου παραδόθηκε ακριβώς σε 3 εργάσιμες ημέρες! Μπράβο παιδια!     ,Positive
  Παρήγγειλα ένα λάπτοπ από το συγκεκτιμένο κατάστημα λίγο πριν την καραντίνα ενώ βρισκόμουν στο εξωτερικό. Δυστηχώς δεν κατάφερα να μπορέσω να παραλάβω το προϊόν  καθώς μένω στο εξωτερικό και θα μου το έφερνε φίλη μου  αλλά λόγω της κατάστασης το ταξίδι ματαιώθηκε. Η τηλεφωνική επικοινωνία με το κατάστημα σε συνδιασμό με τα email ήταν πολύ καλή  παρόλο που εγώ ήμουν σε μία αγχωτική κατάσταση. Προσπάθησαν να με εξυπηρετήσουν όσο γινόταν με τα νέα δεδομένα της κατάστασης που επικρατούσε.  Εν τέλει ακύρωσα τη παραγγελία και έγινε επιστροφή των χρημάτων.  Ευχαριστώ πολύ για την εξυπηρέτηση και την υπομονή που δείξατε.     ,Positive
  Καλησπέρα ! Παραγγειλα ένα dvd player την Παρασκευή στις 10/04/2020 και ενώ  ειχα δει ότι η παράδοση θα γίνει μέσα σε 1-3 μέρες εγώ λόγω της κατάστασης που επικρατεί υπολόγιζα ότι θα μου έρθει μετά από 1-2 εβδομάδες το προϊόν. Τελικά μου ήρθε σήμερα στις 14/04/2020 και ξαφνιάστηκα από την γρήγορη εξυπηρέτηση και του μαγαζιού αλλά και της ACS. Πολύ καλή εξυπηρέτηση πολύ γρήγορη παράδοση και πολύ καλό και οικονομικο μαγαζί. Ευχαριστώ πολύ!     ,Positive
  Παρ'όλη την δύσκολη/περίεργη κατάσταση που ζούμε  το δωράκι της κόρης μου για τα γενέθλιά της παρελήφθει στην ώρα του.  Εύγε...  Καλό Πάσχα με υγεία     ,Positive
  Παρ'όλη την δύσκολη κατάσταση λόγω καραντίνας  το προϊόν παραδόθηκε στην ώρα του  σε προσεγμένη συσκευασία! Δεν χρειάστηκε καν να τσεκάρω την πορεία της παραγγελίας μου καθώς ήταν καθ'όλα on time! Ευγενέστατος ο κύριος που μίλησα τηλεφωνικά  διαθέσιμο το προϊόν  άμεση εξυπηρέτηση!   Το συνιστώ ανεπιφύλακτα και θα ξαναγοράσω σίγουρα!     ,Positive
  Παρά τα σημαντικά προβλήματα που είχαν με την εταιρεία διανομής  ανέλαβαν από μόνοι τους τη διανομή  επικοινώνησαν μαζί μου και παρέδωσαν απευθείας !!!  Πραγματικά εξαιρετική αντιμετώπιση πελάτη σε μια πολύ δύσκολη περίοδο!!!  Συγχαρητήρια !!!     ,Positive
  Άψογοι.Έκανε 4 μέρες να έρθει η παραγγελία άλλα μεσολάβησε και σαββατοκύριακο.     ,Positive
  Έλαβα την παραγγελία μου γρήγορα σε περίοδο καραντίνας μια χαρά  δεν με καθυστέρησαν. Τους βάζω ένα ακόμη συν για την εξυπηρέτηση στον τηλέφωνο.    ,Positive
  Το προϊόν ήρθε μέσα σε τρεις ημέρες και μέσα στην κρίση του κορωνοϊού. Μετά από μία λίγο αργή αλλά δικαιολογημένη για τις ημέρες που περνάμε επαφή με την εταιρία δόθηκαν οι απαραίτητες εξηγήσεις για το προϊόν.  Θα ξανά αγόραζα άνετα.     ,Positive
  Όλα καλά. Δεδομένου των συθηκών που επικρατούν κατέβαλαν υπεράνθρωπη προσπάθεια για να είναι συνεπής! Μπράβο!     ,Positive
  Eίμαι σε όλα απόλυτα ικανοποιημένος με το εν λόγω ηλεκτρονικό κατάστημα και θα το προτιμήσω σίγουρα στις επόμενες αγορές μου!     ,Positive
  με το χάος που επικρατεί λόγω καραντίνας με τις μεταφορικές εταιρείες (και ιδιαίτερα την ACS) εκτίμησα ιδιαίτερα το γεγονός ότι μου έφεραν οι ίδιοι το προϊόν που παράγγειλα (MacBook air).     ,Positive
  εηυπηρετικη - γρηγορη   αψογη συνεργασια !!!     ,Positive
  Δύσκολες μέρες  άλλα όλα πήγαν καλά με την παραγγελία μου.Ευχαριστώ     ,Positive
  Ταχύτατη εξυπηρέτηση ακόμα και σε συνθήκες πανδημίας  καλές τιμές  ενημέρωση για την εξέλιξη (αν και όχι από το σάιτ του καταστήματος) και υποδειγματική συμπεριφορά και εξυπηρέτηση από την συνεργαζόμενη εταιρεία κούριερ (ΑΤΤΙ). Έμεινα πολύ ευχαριστημένος.     ,Positive
  Απόλυτα ευχαριστημένος τόσο με το προϊόν όσο και με την επαγγελματική εξυπηρέτηση του καταστήματος. Διαθέτει από τις χαμηλότερες τιμές για τα είδη που έχει  συνέπεια στη παραλαβή και συνεχή ενημέρωση για την εξέλιξη της παραγγελίας. Δεν θέλεις κάτι περισσότερο ως πελάτης ????    ,Positive
  Παρηγγειλα ενα ps4 για τις ημερες του κορωνοιου....τους παρακαλεσα οπως και εγινε να μου το παραδώσουν αυθημερων.... οπως και εγινε...τους ευχαριστω για την αμεση ανταποκριση και κατανοηση     ,Positive
  Δυστυχώς έπρεπε να ακυρώσει την παραγγελία. Αλλά ήταν πράγματι πολύ ανακουφιστικές. Ανυπομονώ να χρησιμοποιήσω τις υπηρεσίες τους στο μέλλον     ,Positive
  Συγχαρητήρια για την εξυπηρέτηση και την ενημέρωση για την πορεία της συσκευής που επέλεξα απο το καταστημά σας.Απο την αρχή της παραγγέλιας μου μέχρι και την παραλαβή της με όσους μίλησα ήταν όλοι επαγγελματίες και κυρίως ευγενέστατοι.  Μπράβο σας για όλα.     ,Positive
