2022-11-08 15:09:36+00:00,News_24_World,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΠΑΣΟΚ,επίθεση στο σπίτι του άδωνη γεωργιάδη. η πολιτική αντιπαράθεση οφείλει να γίνεται με θέσεις και επιχειρήματα.,Neutral
2022-11-08 15:07:32+00:00,Agrymakis,Ελλάς,Ρέθυμνο,Περιφέρεια Κρήτης,ΠΑΣΟΚ,αυτό ήταν εταιρεία αυτό ήταν το πασόκ. αναβολικά πάρτε,Neutral
2022-11-08 15:07:40+00:00,SporadesTv,Ελλάς,Λιναριά,Περιφέρεια Στερεάς Ελλάδος,ΠΑΣΟΚ,βαθύ πασόκ το τέλειο.,Positive
2022-11-08 15:19:32+00:00,TViragas,Ελλάς,Δημοτική Ενότητα Θεσαλονίκης,Περιφέρεια Κεντρικής Μακεδονίας,ΠΑΣΟΚ,το πρόβλημα του πασόκ είναι ότι αυτή τη στιγμή διεκδικεί ψήφους μόνο για την ιστορία.,Neutral
2022-11-08 15:07:32+00:00,sofokleous10,Ελλάς,Αθήνα,Περιφέρεια Αττικής,ΠΑΣΟΚ,σύριζα και πασόκ καταδικάζουν παρέμβαση ρουβίκωνα στο σπίτι του γεωργιάδη,Neutral
2022-11-10 17:07:42+00:00,LoukGeorgiadis,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΠΑΣΟΚ,η νέα δημοκρατία ίδρυσε ανεξάρτητη ελληνική δημοκρατία. ο σημίτης την εκσυγχρόνισε περαιτέρω ώστε να φτάσει στην κορυφή.,Positive
2022-11-10 18:07:33+00:00,Ventas73,Ελλάς,Πειραιάς,Περιφέρεια Αττικής,ΠΑΣΟΚ,νομοσχέδιο ιδρύσεως μητρώου για τους κακοποιητές ανηλίκων,Neutral
2022-11-10 17:18:42+00:00,kostaspκαιalis,Ελλάς,Άγιος Ισίδωρος,Περιφέρεια Νοτίου Αιγαίου,ΚΚΕ,"μια λαοθάλασσα σήμερα η αθήνα, η πρώτη φωτογραφία με φοιτητική κεφαλή της πορείας, η δεύτερη φωτογραφία με μπλοκ της αντικαπιταλιστικής οργάνωσης.",Neutral
2022-11-10 17:07:42+00:00,dim114114,Ελλάς,Αθήνα,Περιφέρεια Αττικής,ΚΚΕ,το μήνυμα που δόθηκε ακούστηκε παντού ακόμα πιο βροντερό.,Neutral
2022-11-10 17:07:42+00:00,kostaspκαιalis,Ελλάς,Άγιος Ισίδωρος,Περιφέρεια Νοτίου Αιγαίου,ΜΕΡΑ25,η πιλοτική λειτουργία του λεγόμενου panic button στα smartphones ειδοποιεί σε περιπτώσεις οικογενειακής βίας.,Neutral
2022-11-10 18:07:42+00:00,trelopagida,Ελλάς,Αθήνα,Περιφέρεια Αττικής,ΜΕΡΑ25,σύριζα πασόκ κκε ελληνική λύση μέρα25 ψήφισαν τροπολογία του υπουργείου περιβάλλοντος,Neutral
2022-11-10 17:07:42+00:00,vasilis2010,Ελλάς,Αθήνα,Περιφέρεια Αττικής,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,"συνήγορος του πολίτη, ακατάλληλοι οι χώροι με ανύπαρκτες κτιριολογικές προϋποθέσεις και τεχνικές προδιαγραφές δημοσίων νηπιαγωγείων.",Negative
2022-11-10 22:07:44+00:00,elenama305,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,όλα τα κόμματα κατέβηκαν σε πορεία εκτός από τη νέα δημοκρατία την ελληνική λύση και την χρυσή αυγή,Neutral
2022-11-10 17:18:42+00:00,theodorekollias,Ελλάς,Αθήνα,Περιφέρεια Αττικής,ΣΥΡΙΖΑ,αγανακτισμένοι σύντροφοι στα γάλατα εμποδίζουν λαθρομετανάστες ρομά να κλέψουν,Neutral
2022-11-10 17:07:42+00:00,aggelikiee,Ελλάς,Αθήνα,Περιφέρεια Αττικής,ΣΥΡΙΖΑ,όταν ο άδωνης ήταν αντιπολίτευση έλεγε ότι ο σύριζα μας αφήνει ελεύθερους να κάνουμε ότι γουστάρουμε,Neutral
2022-11-10 17:07:42+00:00,KonstantinaGr02,Ελλάς,Δημοτική Ενότητα Θεσαλονίκης,Περιφέρεια Κεντρικής Μακεδονίας,ΣΥΡΙΖΑ,ο οικονόμου λέει ότι ένα τεκτονικό ρήγμα μας χωρίζει από τον σύριζα,Neutral
2022-11-10 17:07:42+00:00,angie22gr,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΣΥΡΙΖΑ,έχετε αναρωτηθεί πόσες ληστείες χρειάστηκαν για να μπορέσει να κάνει αυτό το νούμερο επανάσταση.,Negative
2022-11-10 17:07:23+00:00,elenadeli,Ελλάς,Περιφέρεια Αττικής,Περιφέρεια Αττικής,ΠΑΣΟΚ,το πασόκ είναι εδώ ενωμένο δυνατό. δεν ξανά ψηφίζω πασόκ.,Negative
2022-11-10 17:07:42+00:00,ΠΑΣΟΚoprophet,Ελλάς,Δημοτική Ενότητα Τριταίας,Περιφέρεια Δυτικής Ελλάδας,ΠΑΣΟΚ,γάλλος πρεσβευτής υπερασπίζεται τη χώρα εν αγνοία του πασόκ,Neutral
2022-11-10 17:08:42+00:00,xdoubles,Ελλάς,Βυθός,Περιφέρεια Δυτικής Μακεδονίας,ΠΑΣΟΚ,"διορίστε την κόρη του κωστόπουλου, σκέφτηκε το σύριζα",Neutral
2022-11-10 18:21:29+00:00,Ellinikoorama,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΠΑΣΟΚ,συμβαίνει λάθος. μια χώρα σάπια.,Negative
2022-11-10 17:07:42+00:00,gmakrynikas,Ελλάς,Δήμος Τρικκαίων,Περιφέρεια Θεσσαλίας,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,"προς τη νέα δημοκρατία, σύριζα και άλλοι σταματήστε να μυρίζετε, πρέπει να βάλετε καπάκι. βρείτε τα πίσω από τα άθλια στόρι",Neutral
2022-11-10 17:09:33+00:00,VGortys,Ελλάς,Aρμένοι,Περιφέρεια Κρήτης,ΣΥΡΙΖΑ,μιλάω φίλε για το παλιό πασόκ και τη νέα δημοκρατία χωρίς παρωπίδες. έχτισε συμμαχίες έδωσε αξιοπιστία στη χώρα μας,Positive
2022-11-10 17:07:42+00:00,vasilis2010,Ελλάς,Αθήνα,Περιφέρεια Αττικής,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,η δημόσια προστασία της γης ανήκει σε όλους δεν μπορεί να παραχωρηθεί η υπογραφή του κεντρικού συγγραφέα,Neutral
2022-11-10 17:27:42+00:00,ViliardosV,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,ανατολική ιατρική ψηφοφορία hellen solut πάλεψε για την υπόθεση. θέλουν να χωρίσουν τη χώρα το καταλαβαίνω τώρα,Negative
2022-11-10 17:07:42+00:00,DiEM25_EL,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΜΕΡΑ25,μεγάλη συμμετοχή του λαού στην πανελλαδική απεργία,Positive
2022-11-10 19:07:42+00:00,SofiaSakorafa,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΜΕΡΑ25,κυβερνητικοί υποκριτές μάρτυρες δημοσίου συμφέροντος άρθρο μέρα25,Negative
2022-11-10 17:02:42+00:00,paternaan,Ελλάς,Δημοτική Ενότητα Θεσαλονίκης,Περιφέρεια Κεντρικής Μακεδονίας,ΠΑΣΟΚ,το κκε είναι το αντίστοιχο του να κάνουν υποδείξεις για το ψήσιμο μιας χοιρινής μπριζόλας ένας βίγκαν και ένας ισλαμιστής.,Neutral
2022-11-10 17:12:45+00:00,amarilispappa,Ελλάς,Δημοτική Ενότητα Θεσαλονίκης,Περιφέρεια Κεντρικής Μακεδονίας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,"δεν είμαστε δεκάδες, δεν είμαστε χιλιάδες, είμαστε μυριάδες. ζήτω οι ελληνες!!",Positive
2022-11-10 17:07:42+00:00,LILAXR,Ελλάς,Καλαφατιώνες,Περιφέρεια Ιονίων Νήσων,ΠΑΣΟΚ,αριστεροί φασίστες ανθέλληνες τουρκοσπόρες τουρκολάτρες. ο τύπος είναι αστείος. ο πυρήνας της γης παγώνει,Negative
2022-11-10 17:07:42+00:00,nik_pad,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΠΑΣΟΚ,το πασόκ κάλλιστα θα επικεντρωνόταν στους ψηφοφόρους να γυρίσουν πίσω το μεγάλο ποσοστό του σύριζα,Positive
2022-11-10 17:07:42+00:00,Ellinikoorama,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΠΑΣΟΚ,μπαίνει σε ισχύ η εκεχειρία που ολοκληρώνει τα δεκεμβριανά.,Neutral
2022-11-10 19:07:42+00:00,Vasia9876,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,το κωμικοτραγικό της υπόθεσης είναι κάτι καραμανλικοί που φωνάζουν ότι «δεν είναι αυτό η νέα δημοκρατία».,Neutral
2022-11-10 19:10:44+00:00,eleniz45,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,"μιλάει ο αδωνης για τα λαγούμια, που θα κρυφτούν τα τρολ του σύριζα. δεν ψάχνει αυτός για λαγούμι, γιατί θα του χρειαστεί?",Neutral
2022-11-10 17:07:42+00:00,TViragas,Ελλάς,Δημοτική Ενότητα Θεσαλονίκης,Περιφέρεια Κεντρικής Μακεδονίας,ΣΥΡΙΖΑ,οδήγησε τη χώρα σε μια περίοδο έντονης οικονομικής κρίσης και προσπάθησε να αλλάξει την πολιτική που ακολουθούσε η ελλάδα στο πλαίσιο της ευρωπαϊκής ενωσης.,Neutral
2022-11-10 17:07:42+00:00,dMVce1adjX430Ob,Ελλάς,Δημοτική Ενότητα Θεσαλονίκης,Περιφέρεια Κεντρικής Μακεδονίας,ΚΚΕ,"για το σκάνδαλο των δις που έχουν δοθεί για την ανεξέλεγκτη επέκταση των απε, της εξάρτησης από το φυσικό αέριο που δεν παράγουμε και του άνοιξε-κλείσε των λιγνιτικών, για να φτάσουμε τελικά στο παρακάτω αποτέλεσμα, πώς και δεν μιλάει κανείς; ",Negative
2022-11-10 17:17:32+00:00,uniformedprole,Ελλάς,Χαλκίδα,Περιφέρεια Στερεάς Ελλάδος,ΚΚΕ,"ελληνικός λαός ζωτικής σημασίας, διαχειρίζεται τον καπιταλισμό μακάρι ο μάναγκ να μπορούσε να τον ανατρέψει έγραψε πριν",Neutral
2022-11-10 17:07:42+00:00,LSoid2PZiviVRAD,Ελλάς,Αθήνα,Περιφέρεια Αττικής,ΚΚΕ,όλοι τους απέρριψαν την πρόταση του κκε. να σταματήσει να διορίζεται από την εκάστοτε κυβέρνηση η ηγεσία της δικαιοσύνης,Negative
2022-11-10 17:07:42+00:00,vasilis2010,Ελλάς,Αθήνα,Περιφέρεια Αττικής,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,η δημόσια προστασία της γης ανήκει σε όλους και δεν μπορεί να παραχωρηθεί η υπογραφή του κεντρικού συγγραφέα,Neutral
2022-11-10 17:07:42+00:00,it_filologos,Ελλάς,Αθήνα,Περιφέρεια Αττικής,ΜΕΡΑ25,"κανείς μας δεν έχει συνειδητοποιήσει τι θα συμβεί, εάν το πιο υποσχόμενο πρότζεκτ του ελληνισμού πετύχει.",Positive
2022-11-10 17:07:42+00:00,SofiaSakorafa,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΜΕΡΑ25,κυβερνητικούς υποκριτές μάρτυρες δημοσίου συμφέροντος συμφερόντων άρθρο μέρα25,Negative
2022-11-10 19:07:42+00:00,theoteo12000,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΠΑΣΟΚ,θέλετε χώρα καταστρέψτε το πασόκ. ξεκινήστε πάλι να κατασκευάζετε όπλα,Negative
2022-11-10 17:07:42+00:00,LILAXR,Ελλάς,Καλαφατιώνες,Περιφέρεια Ιονίων Νήσων,ΠΑΣΟΚ,καλέ έλα αριστεροφασίστες ανθέλληνες τουρκοσπόρα τουρκολάτρες τύπος αστείος ο πυρήνας της γης παγώνει,Negative
2022-11-10 17:16:25+00:00,aris_zaxarakis,Ελλάς,Καλαφατιώνες,Περιφέρεια Ιονίων Νήσων,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,δεν πειράζει θα το συνηθίσουν το πάγωμα.,Neutral
2022-11-10 17:07:42+00:00,nik_pad,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΠΑΣΟΚ,το πασόκ κάλλιστα θα εστίαζε τον ψηφοφόρο να γυρίσει πίσω το μεγάλο ποσοστό του σύριζα,Positive
2022-11-10 17:07:42+00:00,Vintage_Petrol,Ελλάς,Δημοτική Ενότητα Θεσαλονίκης,Περιφέρεια Κεντρικής Μακεδονίας,ΣΥΡΙΖΑ,μπράβο στο κκε που για άλλη μια φορά σώζει τη τιμή ενός λαού για ένα σκουλήκι που το έστειλε στον απόπατο της ιστορίας.,Neutral
2022-11-10 17:07:42+00:00,rolistas320,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΠΑΣΟΚ,"ισχυρό κοινωνικό κράτος μείωση των ανισοτήτων εμβάθυνση της δημοκρατίας χαρακτηρίζουν σοσιαλο δημοκρατική ταυτότητα, επιβεβαιώνεται κάθε μέρα",Positive
2022-11-10 17:12:16+00:00,communakios,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΠΑΣΟΚ,εσείς πάτε στο σοσιαλιστικό σας γραφείο με montblanc τσάντα που κάνει 1.300 ευρώ;,Neutral
2022-11-10 17:07:42+00:00,CNNgreece,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΠΑΣΟΚ,πασόκ νέος γραμματέας πολιτικού οργάνου,Neutral
2022-11-10 17:07:42+00:00,papladakis,Ελλάς,Δημοτική Ενότητα Παπάγου,Περιφέρεια Αττικής,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,το πλήθος των νέων δημοκρατών χειροκροτεί τον κυριάκο μητσοτάκη,Positive
2022-11-10 17:07:42+00:00,poulakisantonis,Ελλάς,Αποκεντρωμένη Διοίκηση Αττικής,Περιφέρεια Αττικής,ΣΥΡΙΖΑ,ας πούμε θα ήταν καλύτερα το υπουργείο εξωτερικών να ενημερώσει.,Positive
2022-11-10 17:07:42+00:00,sinakatsarou,Ελλάς,Αθήνα,Περιφέρεια Αττικής,ΣΥΡΙΖΑ,ο υπουργός τσίπρα και καμμένου δεν ξέρει τι του γίνεται.,Negative
2022-11-10 17:07:42+00:00,AK2018_gr,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΣΥΡΙΖΑ,1985 εκλογές. θα βγάλω φωτογραφία τον μητσοτάκη,Neutral
2022-11-10 17:07:42+00:00,agark4,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΚΚΕ,"κκε η απόπειρα απόκρυψης του σκανδάλου από νέα δημοκρατία, των υποκλοπών του μητσοτάκη θα ήταν αστείο τραγικό.",Negative
2022-11-10 17:07:42+00:00,Red_Son_17,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΚΚΕ,"ξεκαθαρίστε αν συμφωνείτε με το κκε, μην ψηφίζουμε λάθος. ο φλωράκης με τιμές κράτους κι ο πρώην αρχηγός κράτους ως ιδιώτης?",Neutral
2022-11-10 17:07:42+00:00,PanosPk83,Ελλάς,Μυτιλήνη,Περιφέρεια Βόρειου Αιγαίου,ΚΚΕ,σαν κι αυτά αδερφέ. άσε μπλέξαμε με αλήτες.,Negative
2022-11-10 17:07:42+00:00,DepechG,Ελλάς,Δημοτική Ενότητα Θεσαλονίκης,Περιφέρεια Κεντρικής Μακεδονίας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,"άλλος διπλωμάτης, με επιτυχία η ελλάδα, κηρύσσει τον πόλεμο η ρωσία, η τουρκία αναδύεται",Positive
2022-11-10 17:07:42+00:00,cretadrive,Ελλάς,Aρμένοι,Περιφέρεια Κρήτης,ΜΕΡΑ25,γυναικείο βήμα συναντήστε τους φορείς του μέρα25,Neutral
2022-11-10 17:07:42+00:00,lilianaexcel,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΣΥΡΙΖΑ,ας πείσουμε τον μητσοτάκη να έρθει η βουλή να απαντήσει το σύστημα επιτήρησης,Neutral
2022-11-14 12:07:11+00:00,CommonSense_GR,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΣΥΡΙΖΑ,σύριζα ακροδεξιά τρίτο μέρος,Neutral
2022-11-14 12:07:11+00:00,parodynews,Ελλάς,Αθήνα,Περιφέρεια Αττικής,ΜΕΡΑ25,πες αλήθειες πουλήστε χριστουγεννιάτικη ατζέντα. ακόμα ρίξτε σαύρα έτος 2022,Negative
2022-11-14 11:33:25+00:00,GigouMichail,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,πες μου ένα ανέκδοτο αρχηγέ,Neutral
2022-11-14 12:07:11+00:00,Greece_GR21,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,όχι στην εγκατάσταση ανεμογεννήτριας.,Negative
2022-11-14 12:01:11+00:00,LoukGeorgiadis,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,δύσκολος δρόμος. το έθνος εκλέγει πολιτικό δίλημμα μητσοτάκη,Neutral
2022-11-14 12:07:11+00:00,anatakti,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,νέα δημοκρατία νέο ψηφοδέλτιο ονόματος,Neutral
2022-11-14 12:12:26+00:00,Zeusknig  of12,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΣΥΡΙΖΑ,πριν από 500 χρόνια υπήρχε το πασόκ.,Neutral
2022-11-14 12:07:11+00:00,Theo_K1981,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΣΥΡΙΖΑ,μια βρισιά πιστεύω ότι ταιριάζει καλύτερα στον ιδεολόγο αντίπαλο..,Negative
2022-11-14 12:07:11+00:00,tokolitiri,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,δεξαμενή νέας δημοκρατίας,Neutral
2022-11-14 12:07:11+00:00,ageorgiou57,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,μαύρο δάγκωμα ολόκληρη η νέα δημοκρατία η χειρότερη υπουργική εκπαίδευση που έγινε ποτέ,Negative
2022-11-14 12:11:41+00:00,Ezhna2,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,απατεωνας κλεφτης ψευτης ο μητσοτάκης κούλης!,Negative
2022-11-14 12:07:11+00:00,MarilenaZisi,Ελλάς,Δημοτική Ενότητα Αιγίου,Περιφέρεια Δυτικής Ελλάδας,ΕΛΛΗΝΙΚΗ ΛΥΣΗ,σήμερα παρευρεθείτε στο δήμο πετρούπολης καλωσορίζουμε την τοπική αυτοδιοίκηση,Positive
2022-11-15 12:07:11+00:00,TPagain,Ελλάς,Ροβολιάρι,Περιφέρεια Στερεάς Ελλάδος,ΠΑΣΟΚ,θελουμε να λύσουμε προβλήματα και να διαμορφώσουμε το μέλλον μας. ας συνεχίσουμε να επικοινωνούμε και να συνεργαζόμαστε για να βρούμε λύσεις και να κάνουμε τη ζωή των ανθρώπων καλύτερη!,Positive
2022-11-15 18:21:54+00:00,MantzasYiannis,Ελλάς,Δημοτική Ενότητα Θεσαλονίκης,Περιφέρεια Κεντρικής Μακεδονίας,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,"μέχρι να γίνει κυβέρνηση η νέα δημοκρατία, άκουσα δηλαδή λέγανε ότι όταν γίνουν κυβέρνηση δεν θα ανεχθούν τέτοια πράματα",Neutral
2022-11-15 18:21:05+00:00,pauleyJohn1,Ελλάς,Δημοτική Ενότητα Θεσαλονίκης,Περιφέρεια Κεντρικής Μακεδονίας,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,"πολιτεύεται ο τσιοδρας ασφαλώς στη νέα δημοκρατία, μείναμε άφωνοι",Neutral
2022-11-15 18:19:49+00:00,GiannopoulosG,Ελλάς,Δημοτική Ενότητα Χολαργού,Περιφέρεια Αττικής,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,ξεχνάμε ότι η νέα δημοκρατία έκανε αντιπρόεδρο έναν αριστερό που πουλούσε βιβλία δεξιά,Neutral
2022-11-15 18:15:03+00:00,ChristinaDim31,Ελλάς,Αθήνα,Περιφέρεια Αττικής,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,η λέξη ρουσφέτι είναι άγνωστη στη νέα δημοκρατία,Negative
2022-11-15 18:08:17+00:00,grtimes_,Ελλάς,Δημοτική Ενότητα Θεσαλονίκης,Περιφέρεια Κεντρικής Μακεδονίας,ΝΕΑ ΔΗΜΟΚΡΑΤΙΑ,κικίλιας η νέα δημοκρατία είναι κόμμα που μπορεί να δώσει ελπίδα στους νέους,Positive
